player_name,team,league,age,position,minutes_played,appearances,goals,assists,shots_on_target,key_passes,tackles,team_ppg,league_position,market_value_m,season,value_date,sofascore_id,tm_player_id,match_method
Santi Cazorla,Real Oviedo,La Liga,41.5,Midfielder,940,28,0,1,1,27,17,0.763,20,0.2,25/26,2026-06-05,17651,15799,slug
Erling Haaland,Manchester City,Premier League,25.9,Forward,2958,35,27,8,59,25,15,2.053,2,200.0,25/26,2026-06-03,839956,418560,slug
Declan Rice,Arsenal,Premier League,27.4,Midfielder,3099,36,4,5,13,64,70,2.237,1,120.0,25/26,2026-06-03,856714,357662,slug
Bukayo Saka,Arsenal,Premier League,24.7,Forward,2225,31,7,5,27,63,41,2.237,1,110.0,25/26,2026-06-03,934235,433177,slug
Dominik Szoboszlai,Liverpool FC,Premier League,25.6,Midfielder,3233,36,6,7,23,78,56,1.579,5,100.0,25/26,2026-06-03,869856,451276,slug
William Saliba,Arsenal,Premier League,25.2,Defender,2615,31,1,0,1,10,35,2.237,1,100.0,25/26,2026-06-03,941168,495666,slug
Cole Palmer,Chelsea,Premier League,24.1,Midfielder,1965,26,10,1,25,25,25,1.368,10,100.0,25/26,2026-06-03,982780,568177,slug
Moisés Caicedo,Chelsea,Premier League,24.6,Midfielder,2802,33,3,1,7,19,87,1.368,10,100.0,25/26,2026-06-03,987650,687626,slug
Florian Wirtz,Liverpool FC,Premier League,23.1,Midfielder,2388,33,5,3,18,61,34,1.579,5,100.0,25/26,2026-06-03,1019322,598577,slug
Morgan Rogers,Aston Villa,Premier League,23.9,Midfielder,3285,37,10,6,32,47,42,1.711,4,90.0,25/26,2026-06-03,948261,503743,slug
Enzo Fernández,Chelsea,Premier League,25.4,Midfielder,3121,36,10,4,31,69,53,1.368,10,90.0,25/26,2026-06-03,974505,648195,slug
Rayan Cherki,Manchester City,Premier League,22.8,Midfielder,1794,33,4,12,13,61,26,2.053,2,90.0,25/26,2026-06-03,979128,607223,name
Alexander Isak,Liverpool FC,Premier League,26.7,Forward,714,14,3,1,6,2,7,1.579,5,85.0,25/26,2026-06-03,823941,349066,slug
Sandro Tonali,Newcastle United,Premier League,26.1,Midfielder,2543,35,0,2,8,32,35,1.289,12,80.0,25/26,2026-06-03,892673,397033,slug
Ryan Gravenberch,Liverpool FC,Premier League,24.0,Midfielder,2996,36,5,3,13,29,59,1.579,5,80.0,25/26,2026-06-03,904897,478573,slug
Antoine Semenyo,Manchester City,Premier League,26.4,Midfielder,3200,37,17,4,41,39,45,2.053,2,80.0,25/26,2026-06-03,934354,583255,slug
João Pedro,Chelsea,Premier League,24.7,Forward,2674,35,15,5,28,29,27,1.368,10,80.0,25/26,2026-06-03,975079,626724,slug
Hugo Ekitiké,Liverpool FC,Premier League,24.0,Forward,1810,28,11,4,19,21,11,1.579,5,80.0,25/26,2026-06-03,1048422,709726,slug
Estêvão,Chelsea,Premier League,19.1,Midfielder,852,22,2,2,8,16,11,1.368,10,80.0,25/26,2026-06-03,1597265,1056993,slug
Gabriel Magalhães,Arsenal,Premier League,28.5,Defender,2751,32,3,4,7,7,38,2.237,1,75.0,25/26,2026-06-03,869792,435338,fuzzy 90
Matheus Cunha,Manchester United,Premier League,27.0,Forward,2503,33,10,2,35,35,39,1.868,3,75.0,25/26,2026-06-03,886363,517894,slug
Bryan Mbeumo,Manchester United,Premier League,26.8,Forward,2621,33,11,3,32,47,25,1.868,3,75.0,25/26,2026-06-03,927083,413039,slug
Jérémy Doku,Manchester City,Premier League,24.0,Midfielder,1784,30,5,5,15,60,23,2.053,2,75.0,25/26,2026-06-03,934386,486049,slug
Martín Zubimendi,Arsenal,Premier League,27.3,Midfielder,3001,38,5,1,9,19,68,2.237,1,75.0,25/26,2026-06-03,966837,423440,slug
Benjamin Šeško,Manchester United,Premier League,23.0,Forward,1635,30,11,1,34,9,5,1.868,3,75.0,25/26,2026-06-03,986397,627442,slug
Elliot Anderson,Nottingham Forest,Premier League,23.6,Midfielder,3334,38,4,4,10,55,104,1.158,16,75.0,25/26,2026-06-03,994546,567576,slug
Phil Foden,Manchester City,Premier League,26.0,Midfielder,2107,33,7,5,19,55,34,2.053,2,70.0,25/26,2026-06-03,859765,406635,slug
Morgan Gibbs-White,Nottingham Forest,Premier League,26.3,Midfielder,3110,37,15,4,32,49,20,1.158,16,70.0,25/26,2026-06-03,865912,429014,slug
Bruno Guimarães,Newcastle United,Premier League,28.5,Midfielder,2455,29,9,5,23,46,62,1.289,12,70.0,25/26,2026-06-03,866469,520624,slug
Marc Guéhi,Manchester City,Premier League,25.9,Defender,3150,35,3,3,9,18,46,2.053,2,70.0,25/26,2026-06-03,877994,392757,slug
Alexis Mac Allister,Liverpool FC,Premier League,27.4,Midfielder,2675,37,2,4,12,36,53,1.579,5,70.0,25/26,2026-06-03,895324,534033,slug
Jurriën Timber,Arsenal,Premier League,25.0,Defender,2457,30,3,5,7,27,66,2.237,1,70.0,25/26,2026-06-03,958959,420243,slug
Joško Gvardiol,Manchester City,Premier League,24.4,Defender,1374,18,2,2,6,6,18,2.053,2,70.0,25/26,2026-06-03,964994,475959,slug
Adam Wharton,Crystal Palace,Premier League,22.3,Midfielder,2562,34,1,5,6,44,70,1.184,15,70.0,25/26,2026-06-03,1109771,744149,slug
Kobbie Mainoo,Manchester United,Premier League,21.1,Midfielder,1670,28,1,2,3,22,36,1.868,3,70.0,25/26,2026-06-03,1142175,820374,slug
Nico O'Reilly,Manchester City,Premier League,21.2,Defender,2648,34,5,3,15,23,68,2.053,2,70.0,25/26,2026-06-03,1142703,743413,name
Eli Junior Kroupi,Bournemouth,Premier League,19.9,Forward,1690,33,13,0,22,22,9,1.5,6,70.0,25/26,2026-06-03,1426228,955357,fuzzy 95
Martin Ødegaard,Arsenal,Premier League,27.5,Midfielder,1370,24,1,6,8,40,19,2.237,1,65.0,25/26,2026-06-03,547410,316264,name
Viktor Gyökeres,Arsenal,Premier League,28.0,Forward,2254,36,14,1,22,20,7,2.237,1,65.0,25/26,2026-06-03,804508,325443,slug
Eberechi Eze,Arsenal,Premier League,27.9,Midfielder,1900,33,7,2,20,16,19,2.237,1,65.0,25/26,2026-06-03,864921,479999,slug
Anthony Gordon,Newcastle United,Premier League,25.3,Forward,1817,26,6,2,20,26,19,1.289,12,65.0,25/26,2026-06-03,914902,503733,slug
Igor Thiago,Brentford,Premier League,24.9,Forward,3284,38,22,1,43,24,38,1.395,9,65.0,25/26,2026-06-03,1016907,739443,slug
Cody Gakpo,Liverpool FC,Premier League,27.1,Midfielder,2754,36,7,5,21,54,28,1.579,5,60.0,25/26,2026-06-03,862967,434675,slug
Pedro Neto,Chelsea,Premier League,26.2,Midfielder,2643,34,5,6,13,55,19,1.368,10,60.0,25/26,2026-06-03,879349,487465,slug
Reece James,Chelsea,Premier League,26.5,Defender,1961,29,2,4,7,27,48,1.368,10,60.0,25/26,2026-06-03,885908,472423,slug
Rayan,Bournemouth,Premier League,19.8,Midfielder,1119,15,5,2,8,14,11,1.5,6,60.0,25/26,2026-06-03,1464966,1012564,slug
Rúben Dias,Manchester City,Premier League,29.1,Defender,2149,26,2,0,4,7,13,2.053,2,55.0,25/26,2026-06-03,318941,258004,slug
Iliman Ndiaye,Everton,Premier League,26.2,Midfielder,2786,32,6,3,22,30,70,1.289,13,55.0,25/26,2026-06-03,914309,623570,slug
Riccardo Calafiori,Arsenal,Premier League,24.0,Defender,1707,26,1,2,8,9,32,2.237,1,55.0,25/26,2026-06-03,957602,502821,slug
Nick Woltemade,Newcastle United,Premier League,24.3,Forward,1939,33,8,3,13,22,24,1.289,12,55.0,25/26,2026-06-03,980623,455661,slug
Carlos Baleba,Brighton & Hove Albion,Premier League,22.4,Midfielder,1677,31,0,0,2,9,37,1.395,8,55.0,25/26,2026-06-03,1199043,973085,slug
Marc Cucurella,Chelsea,Premier League,27.9,Defender,2710,34,1,4,6,39,55,1.368,10,50.0,25/26,2026-06-03,794939,284857,slug
Rodri,Manchester City,Premier League,29.9,Midfielder,1513,21,1,0,3,25,41,2.053,2,50.0,25/26,2026-06-03,827606,357565,slug
Omar Marmoush,Manchester City,Premier League,27.3,Forward,734,21,3,3,9,12,13,2.053,2,50.0,25/26,2026-06-03,873554,445939,slug
Maxence Lacroix,Crystal Palace,Premier League,26.2,Defender,3087,35,1,2,7,7,60,1.184,15,50.0,25/26,2026-06-03,879674,434224,slug
Tijjani Reijnders,Manchester City,Premier League,27.8,Midfielder,1640,28,5,2,16,18,10,2.053,2,50.0,25/26,2026-06-03,893549,460939,slug
Mohammed Kudus,Tottenham Hotspur,Premier League,25.8,Midfielder,1545,19,2,5,9,25,29,1.079,17,50.0,25/26,2026-06-03,905163,543499,slug
Matheus Nunes,Manchester City,Premier League,27.8,Defender,2865,34,1,5,2,28,57,2.053,2,50.0,25/26,2026-06-03,945122,601883,slug
Noni Madueke,Arsenal,Premier League,24.2,Forward,1226,26,3,1,10,22,21,2.237,1,50.0,25/26,2026-06-03,966547,503987,slug
Micky van de Ven,Tottenham Hotspur,Premier League,25.1,Defender,3043,35,4,1,6,6,39,1.079,17,50.0,25/26,2026-06-03,998247,557459,slug
Piero Hincapié,Arsenal,Premier League,24.4,Defender,1792,25,1,2,2,13,48,2.237,1,50.0,25/26,2026-06-03,1002837,659813,slug
Alex Scott,Bournemouth,Premier League,22.8,Midfielder,2859,37,3,1,13,28,60,1.5,6,50.0,25/26,2026-06-03,1104986,855256,slug
Mateus Fernandes,West Ham United,Premier League,21.9,Midfielder,3024,36,3,4,8,37,103,1.026,18,50.0,25/26,2026-06-03,1142562,880245,slug
Leny Yoro,Manchester United,Premier League,20.6,Defender,1748,32,0,0,3,4,32,1.868,3,50.0,25/26,2026-06-03,1153315,923831,slug
Abdukodir Khusanov,Manchester City,Premier League,22.3,Defender,1429,21,0,0,1,6,27,2.053,2,50.0,25/26,2026-06-03,1194333,763079,slug
Murillo,Nottingham Forest,Premier League,23.9,Defender,2133,25,1,0,4,8,35,1.158,16,50.0,25/26,2026-06-03,1199282,1005649,slug
Donyell Malen,Aston Villa,Premier League,27.4,Forward,680,21,4,1,9,7,4,1.711,4,45.0,25/26,2026-05-29,803039,326029,slug
Ibrahima Konaté,Liverpool FC,Premier League,27.0,Defender,3100,36,1,0,4,8,53,1.579,5,45.0,25/26,2026-06-03,826215,357119,slug
Cristian Romero,Tottenham Hotspur,Premier League,28.1,Defender,1872,23,4,1,6,12,58,1.079,17,45.0,25/26,2026-06-03,829932,355915,slug
Gabriel Martinelli,Arsenal,Premier League,25.0,Forward,1079,30,1,4,13,13,12,2.237,1,45.0,25/26,2026-06-03,922573,655488,slug
Amadou Onana,Aston Villa,Premier League,24.8,Midfielder,1776,25,2,0,7,7,48,1.711,4,45.0,25/26,2026-06-03,923973,485706,slug
James Garner,Everton,Premier League,25.2,Midfielder,3414,38,2,7,14,56,120,1.289,13,45.0,25/26,2026-06-03,927361,505219,slug
Jan Paul van Hecke,Brighton & Hove Albion,Premier League,26.0,Defender,3211,36,3,3,10,13,53,1.395,8,45.0,25/26,2026-06-03,962012,576314,slug
Amad Diallo,Manchester United,Premier League,23.9,Midfielder,2344,32,2,3,23,41,38,1.868,3,45.0,25/26,2026-06-03,971037,536835,name
Tino Livramento,Newcastle United,Premier League,23.6,Defender,1328,17,0,1,0,11,22,1.289,12,45.0,25/26,2026-06-03,980634,503981,slug
Malick Thiaw,Newcastle United,Premier League,24.8,Defender,2964,35,4,0,14,6,44,1.289,12,45.0,25/26,2026-06-03,1014286,521964,slug
Yankuba Minteh,Brighton & Hove Albion,Premier League,21.9,Midfielder,2398,34,3,4,11,46,56,1.395,8,45.0,25/26,2026-06-03,1400106,1012534,slug
Myles Lewis-Skelly,Arsenal,Premier League,19.7,Defender,722,20,0,0,0,4,8,2.237,1,45.0,25/26,2026-06-03,1423711,890721,name
Trevoh Chalobah,Chelsea,Premier League,26.9,Defender,2782,34,3,0,5,5,35,1.368,10,40.0,25/26,2026-06-03,826134,346314,slug
Boubacar Kamara,Aston Villa,Premier League,26.5,Midfielder,1418,18,1,3,4,15,37,1.711,4,40.0,25/26,2026-06-03,826204,394327,slug
Ezri Konsa,Aston Villa,Premier League,28.6,Defender,3036,34,0,0,2,5,22,1.711,4,40.0,25/26,2026-06-03,827679,413403,slug
Ismaïla Sarr,Crystal Palace,Premier League,28.3,Forward,2176,28,9,1,21,19,18,1.184,15,40.0,25/26,2026-06-03,845286,410225,slug
Lisandro Martínez,Manchester United,Premier League,28.4,Defender,1237,18,0,0,0,5,19,1.868,3,40.0,25/26,2026-06-03,859999,480762,slug
Jørgen Strand Larsen,Crystal Palace,Premier League,26.3,Forward,2316,36,4,1,14,10,9,1.184,15,40.0,25/26,2026-06-03,876599,429983,slug
Rayan Aït-Nouri,Manchester City,Premier League,25.0,Defender,976,17,0,2,2,12,35,2.053,2,40.0,25/26,2026-06-03,931278,578391,slug
Nico González,Manchester City,Premier League,24.4,Midfielder,1575,25,1,0,2,11,42,2.053,2,40.0,25/26,2026-06-03,954056,466805,slug
Jarrad Branthwaite,Everton,Premier League,23.9,Defender,689,10,1,0,2,3,13,1.289,13,40.0,25/26,2026-06-03,979563,661053,slug
Xavi Simons,Tottenham Hotspur,Premier League,23.1,Midfielder,1769,28,2,5,10,35,34,1.079,17,40.0,25/26,2026-06-03,997183,566931,slug
João Gomes,Wolverhampton,Premier League,25.3,Midfielder,2843,35,1,1,7,16,107,0.526,20,40.0,25/26,2026-06-03,1015267,735570,slug
Andrey Santos,Chelsea,Premier League,22.1,Midfielder,1280,27,1,0,2,8,37,1.368,10,40.0,25/26,2026-06-03,1105779,743600,name
Lewis Hall,Newcastle United,Premier League,21.7,Defender,2179,30,1,1,6,25,54,1.289,12,40.0,25/26,2026-06-03,1136730,670858,slug
Michael Kayode,Brentford,Premier League,21.9,Defender,3264,37,1,1,3,36,67,1.395,9,40.0,25/26,2026-06-03,1137431,823486,slug
Cristhian Mosquera,Arsenal,Premier League,21.9,Defender,1003,20,0,0,0,5,32,2.237,1,40.0,25/26,2026-06-03,1144630,646750,slug
Jorrel Hato,Chelsea,Premier League,20.2,Defender,1159,22,0,0,0,8,36,1.368,10,40.0,25/26,2026-06-03,1153079,904802,slug
Bruno Fernandes,Manchester United,Premier League,31.7,Midfielder,3066,35,9,21,24,137,54,1.868,3,35.0,25/26,2026-06-03,288205,240306,slug
Ferdi Kadıoğlu,Brighton & Hove Albion,Premier League,26.7,Defender,3134,37,1,0,13,22,57,1.395,8,35.0,25/26,2026-06-03,825844,369316,slug
Kiernan Dewsbury-Hall,Everton,Premier League,27.7,Midfielder,2635,31,8,4,15,37,52,1.289,13,35.0,25/26,2026-06-03,861970,475188,slug
Sven Botman,Newcastle United,Premier League,26.4,Defender,1838,25,1,1,4,8,22,1.289,12,35.0,25/26,2026-06-03,910046,361093,slug
Pedro Porro,Tottenham Hotspur,Premier League,26.7,Defender,2798,34,1,2,8,56,76,1.079,17,35.0,25/26,2026-06-03,913654,553875,slug
Crysencio Summerville,West Ham United,Premier League,24.6,Midfielder,2480,31,5,2,15,28,45,1.026,18,35.0,25/26,2026-06-03,917005,474701,slug
Curtis Jones,Liverpool FC,Premier League,25.3,Midfielder,1950,34,1,2,7,21,40,1.579,5,35.0,25/26,2026-06-03,927353,433188,slug
Jeremie Frimpong,Liverpool FC,Premier League,25.5,Defender,1068,21,0,1,2,15,11,1.579,5,35.0,25/26,2026-06-03,970361,484547,slug
Jacob Ramsey,Newcastle United,Premier League,25.0,Midfielder,1465,28,2,3,4,22,41,1.289,12,35.0,25/26,2026-06-03,975937,503749,slug
Malo Gusto,Chelsea,Premier League,23.0,Defender,2267,34,2,3,6,28,53,1.368,10,35.0,25/26,2026-06-03,996958,620322,name
Evanilson,Bournemouth,Premier League,26.7,Forward,2759,36,6,1,22,31,13,1.5,6,35.0,25/26,2026-06-03,998490,711337,slug
Kevin Schade,Brentford,Premier League,24.5,Midfielder,2757,35,8,3,24,29,41,1.395,9,35.0,25/26,2026-06-03,1006387,473050,slug
Yasin Ayari,Brighton & Hove Albion,Premier League,22.7,Midfielder,1941,29,3,3,10,16,47,1.395,8,35.0,25/26,2026-06-03,1036269,667287,slug
Sávio,Manchester City,Premier League,22.1,Midfielder,846,24,1,1,11,9,9,2.053,2,35.0,25/26,2026-06-03,1046795,743591,fuzzy 83
Miloš Kerkez,Liverpool FC,Premier League,22.6,Defender,2301,34,2,1,2,26,41,1.579,5,35.0,25/26,2026-06-03,1097425,730861,slug
Dango Ouattara,Brentford,Premier League,24.3,Midfielder,2279,32,7,3,20,27,24,1.395,9,35.0,25/26,2026-06-03,1106451,823231,slug
Habib Diarra,Sunderland,Premier League,22.4,Midfielder,1407,20,2,2,8,7,14,1.421,7,35.0,25/26,2026-06-03,1128532,876631,slug
Archie Gray,Tottenham Hotspur,Premier League,20.2,Midfielder,1500,24,2,2,5,8,11,1.079,17,35.0,25/26,2026-06-03,1142335,922693,slug
Noah Sadiki,Sunderland,Premier League,21.5,Midfielder,2894,33,0,1,5,19,46,1.421,7,35.0,25/26,2026-06-03,1171539,727089,slug
Lucas Bergvall,Tottenham Hotspur,Premier League,20.3,Midfielder,979,23,1,3,5,5,22,1.079,17,35.0,25/26,2026-06-03,1391251,866246,slug
Patrick Dorgu,Manchester United,Premier League,21.6,Midfielder,1461,26,4,4,12,27,48,1.868,3,35.0,25/26,2026-06-03,1397168,926952,name
Lucas Paquetá,West Ham United,Premier League,28.7,Midfielder,1521,18,4,1,11,23,39,1.026,18,32.0,25/26,2026-05-26,839981,444523,slug
Harvey Barnes,Newcastle United,Premier League,28.5,Forward,1961,37,7,1,21,24,13,1.289,12,32.0,25/26,2026-06-03,855647,398065,slug
Conor Gallagher,Tottenham Hotspur,Premier League,26.3,Midfielder,1196,16,1,1,4,13,23,1.079,17,32.0,25/26,2026-06-03,904970,488362,slug
Sepp van den Berg,Brentford,Premier League,24.5,Defender,2761,32,0,2,7,7,23,1.395,9,32.0,25/26,2026-06-03,924378,541231,slug
Dan Ndoye,Nottingham Forest,Premier League,25.6,Midfielder,1176,24,1,1,4,14,23,1.158,16,32.0,25/26,2026-06-03,944327,365108,slug
Anthony Elanga,Newcastle United,Premier League,24.1,Forward,1338,32,0,1,4,15,14,1.289,12,32.0,25/26,2026-06-03,979232,583189,slug
Yehor Yarmoliuk,Brentford,Premier League,22.3,Midfielder,2675,37,1,2,4,15,70,1.395,9,32.0,25/26,2026-06-03,1031258,717411,fuzzy 87
Youri Tielemans,Aston Villa,Premier League,29.1,Midfielder,1862,25,0,4,7,32,58,1.711,4,30.0,25/26,2026-06-03,331737,249565,slug
Jarrod Bowen,West Ham United,Premier League,29.5,Midfielder,3405,38,9,11,28,45,50,1.026,18,30.0,25/26,2026-06-03,552884,314875,slug
Matthijs de Ligt,Manchester United,Premier League,26.8,Defender,1170,13,1,0,3,3,19,1.868,3,30.0,25/26,2026-06-03,803031,326031,slug
Diogo Dalot,Manchester United,Premier League,27.2,Defender,2616,34,1,3,6,29,53,1.868,3,30.0,25/26,2026-06-03,843200,357147,slug
Ben White,Arsenal,Premier League,28.7,Defender,713,12,0,1,1,8,15,2.237,1,30.0,25/26,2026-06-03,846036,335721,slug
Ethan Ampadu,Leeds United,Premier League,25.7,Midfielder,3123,35,1,1,6,20,81,1.237,14,30.0,25/26,2026-06-03,847097,392771,slug
Jean-Philippe Mateta,Crystal Palace,Premier League,28.9,Forward,2222,32,12,0,32,9,10,1.184,15,30.0,25/26,2026-06-03,848276,420002,slug
Callum Hudson Odoi,Nottingham Forest,Premier League,25.6,Midfielder,1849,30,3,4,10,44,14,1.158,16,30.0,25/26,2026-06-03,867442,392768,slug
Mikkel Damsgaard,Brentford,Premier League,25.9,Midfielder,2078,33,4,4,11,42,57,1.395,9,30.0,25/26,2026-06-03,907072,540941,slug
Brian Brobbey,Sunderland,Premier League,24.3,Forward,1944,31,7,1,18,15,9,1.421,7,30.0,25/26,2026-06-03,910048,473169,slug
Djed Spence,Tottenham Hotspur,Premier League,25.8,Defender,2079,30,0,0,8,10,44,1.079,17,30.0,25/26,2026-06-03,945798,483348,slug
Georginio Rutter,Brighton & Hove Albion,Premier League,24.1,Midfielder,1804,32,3,3,14,25,32,1.395,8,30.0,25/26,2026-06-03,946695,538977,slug
Nathan Collins,Brentford,Premier League,25.1,Defender,2972,35,1,2,6,11,31,1.395,9,30.0,25/26,2026-06-03,958916,469050,slug
Ian Maatsen,Aston Villa,Premier League,24.2,Defender,1615,30,0,1,5,26,43,1.711,4,30.0,25/26,2026-06-03,976263,485585,slug
Destiny Udogie,Tottenham Hotspur,Premier League,23.5,Defender,1340,20,0,1,1,12,31,1.079,17,30.0,25/26,2026-06-03,983572,556385,slug
Yéremy Pino,Crystal Palace,Premier League,23.6,Forward,2100,34,2,2,11,48,36,1.184,15,30.0,25/26,2026-06-03,984624,568157,slug
Adrien Truffert,Bournemouth,Premier League,24.5,Defender,3380,38,1,5,6,32,103,1.5,6,30.0,25/26,2026-06-03,999028,654539,name
Pape Matar Sarr,Tottenham Hotspur,Premier League,23.7,Midfielder,1399,26,2,4,6,11,33,1.079,17,30.0,25/26,2026-06-03,1002711,568693,slug
Brennan Johnson,Crystal Palace,Premier League,25.0,Forward,1752,34,2,1,5,19,29,1.184,15,30.0,25/26,2026-06-03,1085180,470607,slug
Omari Hutchinson,Nottingham Forest,Premier League,22.6,Midfielder,1694,31,1,5,11,33,22,1.158,16,30.0,25/26,2026-06-03,1090963,741238,slug
Thierno Barry,Everton,Premier League,23.6,Forward,1932,38,8,0,14,12,6,1.289,13,30.0,25/26,2026-06-03,1395746,937941,slug
Ayden Heaven,Manchester United,Premier League,19.7,Defender,938,17,0,1,0,2,22,1.868,3,30.0,25/26,2026-06-03,1445799,1078163,name
Dominic Solanke,Tottenham Hotspur,Premier League,28.7,Forward,1000,15,3,0,11,6,22,1.079,17,28.0,25/26,2026-06-03,361420,258889,slug
Nikola Milenković,Nottingham Forest,Premier League,28.6,Defender,3375,38,0,0,1,3,31,1.158,16,28.0,25/26,2026-06-03,836168,413507,slug
Calvin Bassey,Fulham,Premier League,26.4,Defender,2544,30,1,0,2,10,62,1.368,11,28.0,25/26,2026-06-03,861972,461883,slug
Valentín Castellanos,West Ham United,Premier League,27.7,Forward,1395,18,6,0,22,12,11,1.026,18,28.0,25/26,2026-06-03,877013,522784,manual
Anton Stach,Leeds United,Premier League,27.5,Midfielder,2378,29,5,3,14,63,65,1.237,14,28.0,25/26,2026-06-03,889861,344069,slug
Wesley Fofana,Chelsea,Premier League,25.5,Defender,1726,25,0,1,1,3,19,1.368,10,28.0,25/26,2026-06-03,923894,475411,slug
Neco Williams,Nottingham Forest,Premier League,25.1,Defender,3206,37,2,3,19,37,96,1.158,16,28.0,25/26,2026-06-03,927356,503680,slug
Chris Richards,Crystal Palace,Premier League,26.2,Defender,2826,33,1,0,2,9,55,1.184,15,28.0,25/26,2026-06-03,931844,578539,slug
Enzo Le Fée,Sunderland,Premier League,26.3,Midfielder,2944,36,5,6,12,53,89,1.421,7,28.0,25/26,2026-06-03,984014,633992,slug
Liam Delap,Chelsea,Premier League,23.3,Forward,1139,28,1,0,11,3,5,1.368,10,28.0,25/26,2026-06-03,997087,610849,slug
Oscar Bobb,Fulham,Premier League,22.9,Midfielder,1050,23,0,1,3,22,21,1.368,11,28.0,25/26,2026-06-03,1065216,661207,slug
Maxime Estève,Burnley,Premier League,24.0,Defender,2937,34,0,0,1,7,44,0.579,19,28.0,25/26,2026-06-03,1117223,842341,slug
William Osula,Newcastle United,Premier League,22.8,Forward,863,24,7,0,12,6,6,1.289,12,28.0,25/26,2026-06-03,1122603,609556,slug
Alejandro Garnacho,Chelsea,Premier League,21.9,Forward,1283,24,1,4,7,29,15,1.368,10,28.0,25/26,2026-06-03,1135873,811779,slug
Jack Hinshelwood,Brighton & Hove Albion,Premier League,21.1,Midfielder,1750,27,4,3,15,15,19,1.395,8,28.0,25/26,2026-06-03,1142315,867688,slug
Brajan Gruda,Brighton & Hove Albion,Premier League,22.0,Midfielder,740,18,1,1,6,16,14,1.395,8,28.0,25/26,2026-05-27,1198075,700106,name
Jaydee Canvot,Crystal Palace,Premier League,19.8,Defender,1347,20,0,0,1,3,39,1.184,15,28.0,25/26,2026-06-03,1471671,1006411,slug
El Hadji Malick Diouf,West Ham United,Premier League,21.4,Defender,2711,32,0,5,4,30,44,1.026,18,28.0,25/26,2026-06-03,1471764,1111589,name
Harry Wilson,Fulham,Premier League,29.2,Midfielder,2691,36,10,7,25,39,29,1.368,11,25.0,25/26,2026-06-03,355528,279455,slug
Ollie Watkins,Aston Villa,Premier League,30.4,Forward,2852,37,16,3,38,23,22,1.711,4,25.0,25/26,2026-06-03,555386,324358,slug
Joelinton,Newcastle United,Premier League,29.8,Midfielder,1953,27,2,1,11,17,43,1.289,12,25.0,25/26,2026-06-03,560128,333241,slug
Mikel Merino,Arsenal,Premier League,29.9,Midfielder,1035,22,4,3,8,12,26,2.237,1,25.0,25/26,2026-06-03,592010,338424,slug
Sander Berge,Fulham,Premier League,28.3,Midfielder,2911,35,0,1,3,21,57,1.368,11,25.0,25/26,2026-06-03,793167,333014,slug
Tyler Adams,Bournemouth,Premier League,27.3,Midfielder,1778,25,2,2,6,7,53,1.5,6,25.0,25/26,2026-06-03,800419,332705,slug
Marcos Senesi,Bournemouth,Premier League,29.1,Defender,3290,37,0,5,5,24,62,1.5,6,25.0,25/26,2026-06-03,830659,469781,slug
Mason Mount,Manchester United,Premier League,27.4,Midfielder,1018,23,3,0,5,14,24,1.868,3,25.0,25/26,2026-06-03,836694,346483,slug
Richarlison,Tottenham Hotspur,Premier League,29.1,Forward,1957,32,11,4,26,20,27,1.079,17,25.0,25/26,2026-06-03,840217,378710,slug
Manuel Ugarte,Manchester United,Premier League,25.1,Midfielder,900,22,0,0,1,3,46,1.868,3,25.0,25/26,2026-06-03,846425,476701,slug
Justin Kluivert,Bournemouth,Premier League,27.1,Midfielder,951,20,2,0,4,21,10,1.5,6,25.0,25/26,2026-06-03,851596,330659,slug
Noah Okafor,Leeds United,Premier League,26.0,Forward,1573,28,8,1,15,20,23,1.237,14,25.0,25/26,2026-06-03,865523,346890,slug
Vitaliy Mykolenko,Everton,Premier League,27.0,Defender,2960,33,0,1,2,23,51,1.289,13,25.0,25/26,2026-06-03,876643,404842,slug
Marcus Tavernier,Bournemouth,Premier League,27.2,Midfielder,2738,34,7,4,24,55,40,1.5,6,25.0,25/26,2026-06-03,895576,399434,slug
Evann Guessand,Crystal Palace,Premier League,24.9,Forward,933,21,1,2,6,5,24,1.184,15,25.0,25/26,2026-06-03,930245,500689,slug
Mats Wieffer,Brighton & Hove Albion,Premier League,26.5,Defender,1914,26,2,3,6,20,66,1.395,8,25.0,25/26,2026-06-03,959628,415381,slug
Bafodé Diakité,Bournemouth,Premier League,25.4,Defender,1286,18,0,0,0,3,20,1.5,6,25.0,25/26,2026-06-03,962408,463605,slug
Keane Lewis-Potter,Brentford,Premier League,25.3,Defender,1990,36,3,3,9,19,23,1.395,9,25.0,25/26,2026-06-03,972421,644401,slug
Igor Jesus,Nottingham Forest,Premier League,25.3,Forward,2320,37,6,4,21,15,24,1.158,16,25.0,25/26,2026-06-03,981619,432164,slug
Tyrick Mitchell,Crystal Palace,Premier League,26.8,Midfielder,3253,38,1,2,7,29,101,1.184,15,25.0,25/26,2026-06-03,988275,730893,slug
Conor Bradley,Liverpool FC,Premier League,22.9,Defender,932,15,0,1,0,4,19,1.579,5,25.0,25/26,2026-06-03,1008402,624258,slug
André,Wolverhampton,Premier League,24.9,Midfielder,2766,35,1,0,1,18,82,0.526,20,25.0,25/26,2026-06-03,1035996,800176,slug
